subject,file,link,lineno,MLOC,experience-based,statistics-based,tuning machine,smell
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L193,193,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L209,209,19,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L253,253,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L277,277,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L289,289,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L301,301,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L308,308,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L315,315,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L327,327,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L339,339,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L350,350,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L365,365,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L395,395,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L407,407,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L426,426,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L456,456,27,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L505,505,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L518,518,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L532,532,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L545,545,14,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L564,564,16,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L591,591,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L602,602,30,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L647,647,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L652,652,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L674,674,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L681,681,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L686,686,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L691,691,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L696,696,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L701,701,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L707,707,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L724,724,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L737,737,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L746,746,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L760,760,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L769,769,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/pipeline.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/pipeline.py#L778,778,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/_config.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/_config.py#L18,18,12,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/_config.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/_config.py#L33,33,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/_config.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/_config.py#L46,46,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L60,60,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L77,77,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L133,133,22,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L191,191,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L201,201,15,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L226,226,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L243,243,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L249,249,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L255,255,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L268,268,14,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L286,286,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L298,298,12,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L314,314,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L345,345,13,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L366,366,22,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/_base.py#L409,409,14,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/cv2_dnn.py#L11,11,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/cv2_dnn.py#L22,22,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/cv2_dnn.py#L28,28,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/cv2_dnn.py#L38,38,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/cv2_dnn.py#L45,45,12,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/cv2_dnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/cv2_dnn.py#L60,60,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L20,20,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L31,31,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L47,47,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L52,52,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L59,59,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L70,70,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L88,88,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L118,118,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L137,137,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L144,144,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L164,164,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L186,186,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L220,220,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L243,243,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L248,248,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L268,268,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L294,294,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L315,315,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L334,334,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L353,353,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L372,372,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L377,377,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L394,394,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L413,413,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L436,436,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L455,455,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L469,469,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L475,475,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L486,486,18,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L509,509,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L514,514,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/s3fd.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/s3fd.py#L538,538,21,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L16,16,11,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L29,29,20,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L54,54,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L61,61,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L66,66,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L74,74,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L111,111,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L119,119,12,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L137,137,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L145,145,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L170,170,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L178,178,21,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L208,208,11,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L229,229,15,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L250,250,26,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L281,281,22,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L308,308,27,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L341,341,28,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L383,383,30,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L428,428,41,1,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L486,486,26,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L524,524,11,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/detect/mtcnn.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/detect/mtcnn.py#L548,548,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L52,52,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L70,70,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L82,82,32,0,1,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L154,154,11,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/plugins/extract/align/_base.py,https://github.com/deepfakes/faceswap/blame/master/plugins/extract/align/_base.py#L172,172,15,0,0,0,False
