subject,file,link,lineno,NBC,experience-based,statistics-based,tuning machine,smell
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_spatial_narrow_as_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_spatial_narrow_as_op.py#L33,33,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L32,32,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L67,67,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_smooth_l1_loss_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_smooth_l1_loss_op.py#L33,33,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L34,34,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L31,31,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_batch_permutation_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_batch_permutation_op.py#L33,33,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L41,41,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/coordinator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/coordinator.py#L32,32,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/timer.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/timer.py#L34,34,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/training_stats.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/training_stats.py#L37,37,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/collections.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/collections.py#L24,24,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L31,31,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L43,43,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/generate_proposals.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/generate_proposals.py#L30,30,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/generate_proposal_labels.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/generate_proposal_labels.py#L31,31,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/collect_and_distribute_fpn_rpn_proposals.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/collect_and_distribute_fpn_rpn_proposals.py#L31,31,1,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/roi_data/loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/roi_data/loader.py#L66,66,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/encoder_preprocess.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/encoder_preprocess.py#L7,7,2,0,1,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/vocoder_preprocess.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/vocoder_preprocess.py#L9,9,2,0,1,0,True
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/encoder/model.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/encoder/model.py#L12,12,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/attention.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/attention.py#L95,95,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/modules.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/modules.py#L92,92,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/helpers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/helpers.py#L6,6,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/helpers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/helpers.py#L62,62,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/custom_decoder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/custom_decoder.py#L13,13,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/custom_decoder.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/custom_decoder.py#L18,18,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/architecture_wrappers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/architecture_wrappers.py#L16,16,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/architecture_wrappers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/architecture_wrappers.py#L46,46,1,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/models/architecture_wrappers.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/models/architecture_wrappers.py#L67,67,1,0,0,0,False
