subject,file,link,lineno,CLOC,experience-based,statistics-based,tuning machine,smell
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/scripts/gui.py,https://github.com/deepfakes/faceswap/blame/master/scripts/gui.py#L189,189,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/aligner.py,https://github.com/deepfakes/faceswap/blame/master/lib/aligner.py#L14,14,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/config.py,https://github.com/deepfakes/faceswap/blame/master/lib/config.py#L16,16,21,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/alignments.py,https://github.com/deepfakes/faceswap/blame/master/lib/alignments.py#L17,17,36,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/alignments.py,https://github.com/deepfakes/faceswap/blame/master/lib/alignments.py#L704,704,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/convert.py,https://github.com/deepfakes/faceswap/blame/master/lib/convert.py#L14,14,11,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L15,15,28,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L558,558,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L629,629,13,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/faces_detect.py,https://github.com/deepfakes/faceswap/blame/master/lib/faces_detect.py#L859,859,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/keypress.py,https://github.com/deepfakes/faceswap/blame/master/lib/keypress.py#L33,33,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/logger.py,https://github.com/deepfakes/faceswap/blame/master/lib/logger.py#L14,14,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/logger.py,https://github.com/deepfakes/faceswap/blame/master/lib/logger.py#L58,58,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/logger.py,https://github.com/deepfakes/faceswap/blame/master/lib/logger.py#L120,120,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/logger.py,https://github.com/deepfakes/faceswap/blame/master/lib/logger.py#L136,136,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gpu_stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gpu_stats.py#L49,49,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/face_filter.py,https://github.com/deepfakes/faceswap/blame/master/lib/face_filter.py#L18,18,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L28,28,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L348,348,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L359,359,16,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/utils.py,https://github.com/deepfakes/faceswap/blame/master/lib/utils.py#L589,589,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/sysinfo.py,https://github.com/deepfakes/faceswap/blame/master/lib/sysinfo.py#L17,17,29,1,0,0,True
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/sysinfo.py,https://github.com/deepfakes/faceswap/blame/master/lib/sysinfo.py#L425,425,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/sysinfo.py,https://github.com/deepfakes/faceswap/blame/master/lib/sysinfo.py#L536,536,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/vgg_face.py,https://github.com/deepfakes/faceswap/blame/master/lib/vgg_face.py#L22,22,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/plaidml_tools.py,https://github.com/deepfakes/faceswap/blame/master/lib/plaidml_tools.py#L23,23,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/queue_manager.py,https://github.com/deepfakes/faceswap/blame/master/lib/queue_manager.py#L16,16,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L24,24,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L31,31,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L74,74,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L268,268,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L317,317,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L568,568,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L836,836,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/args.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/args.py#L1089,1089,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/cli/launcher.py,https://github.com/deepfakes/faceswap/blame/master/lib/cli/launcher.py#L18,18,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/options.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/options.py#L19,19,21,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/command.py#L15,15,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/command.py#L101,101,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/command.py#L108,108,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/command.py#L146,146,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_analysis.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_analysis.py#L19,19,16,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_analysis.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_analysis.py#L288,288,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_analysis.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_analysis.py#L363,363,14,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_session.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_session.py#L18,18,21,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_command.py#L21,21,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_command.py#L70,70,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_command.py#L144,144,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_command.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_command.py#L191,191,20,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display.py#L19,19,13,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L36,36,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L53,53,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L114,114,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L230,230,15,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/menu.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/menu.py#L479,479,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_graph.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_graph.py#L27,27,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_graph.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_graph.py#L78,78,16,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_graph.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_graph.py#L265,265,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_graph.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_graph.py#L332,332,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_graph.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_graph.py#L340,340,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L27,27,16,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L248,248,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L534,534,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L761,761,17,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/stats.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/stats.py#L1094,1094,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/_config.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/_config.py#L15,15,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_page.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_page.py#L14,14,19,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/display_page.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/display_page.py#L162,162,15,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/gui/popup_configure.py,https://github.com/deepfakes/faceswap/blame/master/lib/gui/popup_configure.py#L41,41,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_tf.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_tf.py#L17,17,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_tf.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_tf.py#L200,200,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_tf.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_tf.py#L250,250,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_tf.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_tf.py#L274,274,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_tf.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_tf.py#L395,395,3,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_tf.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_tf.py#L502,502,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/session.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/session.py#L17,17,8,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_plaid.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_plaid.py#L19,19,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_plaid.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_plaid.py#L202,202,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_plaid.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_plaid.py#L251,251,1,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_plaid.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_plaid.py#L275,275,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_plaid.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_plaid.py#L395,395,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/losses_plaid.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/losses_plaid.py#L505,505,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/initializers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/initializers.py#L67,67,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/initializers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/initializers.py#L174,174,7,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/backup_restore.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/backup_restore.py#L16,16,10,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L25,25,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L194,194,9,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L388,388,6,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L520,520,5,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L564,564,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L589,589,2,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/layers.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/layers.py#L614,614,4,0,0,0,False
faceswap,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/faceswap/lib/model/normalization.py,https://github.com/deepfakes/faceswap/blame/master/lib/model/normalization.py#L13,13,5,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/BeamSearch.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/BeamSearch.py#L5,5,5,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/BeamSearch.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/BeamSearch.py#L53,53,9,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/Utils.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/Utils.py#L6,6,3,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/Sampler.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/Sampler.py#L10,10,4,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/Vocabulary.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/Vocabulary.py#L12,12,6,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/dataset/Dataset.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/dataset/Dataset.py#L11,11,9,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/dataset/Generator.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/dataset/Generator.py#L11,11,1,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/model/pix2code.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/model/pix2code.py#L14,14,6,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/model/classes/model/AModel.py,https://github.com/tonybeltramelli/pix2code/blame/master/model/classes/model/AModel.py#L6,6,3,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/compiler/classes/Compiler.py,https://github.com/tonybeltramelli/pix2code/blame/master/compiler/classes/Compiler.py#L8,8,2,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/compiler/classes/Utils.py,https://github.com/tonybeltramelli/pix2code/blame/master/compiler/classes/Utils.py#L7,7,3,0,0,0,False
pix2code,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/pix2code/compiler/classes/Node.py,https://github.com/tonybeltramelli/pix2code/blame/master/compiler/classes/Node.py#L6,6,4,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/datasets/json_dataset.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/datasets/json_dataset.py#L51,51,8,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_loader.py#L87,87,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_spatial_narrow_as_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_spatial_narrow_as_op.py#L33,33,5,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L32,32,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_cfg.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_cfg.py#L67,67,9,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_smooth_l1_loss_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_smooth_l1_loss_op.py#L33,33,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_bbox_transform.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_bbox_transform.py#L34,34,4,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_zero_even_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_zero_even_op.py#L31,31,15,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/tests/test_batch_permutation_op.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/tests/test_batch_permutation_op.py#L33,33,5,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/logging.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/logging.py#L41,41,6,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/coordinator.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/coordinator.py#L32,32,6,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/timer.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/timer.py#L34,34,5,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/training_stats.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/training_stats.py#L37,37,8,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/collections.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/collections.py#L24,24,7,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/utils/model_convert_utils.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/utils/model_convert_utils.py#L31,31,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/modeling/detector.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/modeling/detector.py#L43,43,21,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/generate_proposals.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/generate_proposals.py#L30,30,4,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/generate_proposal_labels.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/generate_proposal_labels.py#L31,31,2,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/ops/collect_and_distribute_fpn_rpn_proposals.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/ops/collect_and_distribute_fpn_rpn_proposals.py#L31,31,3,0,0,0,False
Detectron,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Detectron/detectron/roi_data/loader.py,https://github.com/facebookresearch/Detectron/blame/master/detectron/roi_data/loader.py#L66,66,17,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/encoder_preprocess.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/encoder_preprocess.py#L7,7,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/vocoder_preprocess.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/vocoder_preprocess.py#L9,9,2,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/encoder/model.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/encoder/model.py#L12,12,6,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/encoder/data_objects/utterance.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/encoder/data_objects/utterance.py#L4,4,3,0,0,0,False
Real-Time-Voice-Cloning,/Users/joaocorreia/PycharmProjects/Pysmell/pysmell/subjects/Real-Time-Voice-Cloning/synthesizer/tacotron2.py,https://github.com/CorentinJ/Real-Time-Voice-Cloning/blame/master/synthesizer/tacotron2.py#L11,11,9,0,0,0,False
